State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Unemployment
Kansas,Pottawatomie,22625,11209,11416,5.1,90,1.2,0.5,0.9,0,25964,3.7
Kansas,Pratt,9739,4873,4866,6.6,89.5,0.7,1.7,0,0.1,27078,5.6
Kansas,Rawlins,2545,1293,1252,4.6,93.2,0.4,0.4,0.1,0,27559,2.3
Kansas,Reno,64058,32262,31796,8.8,85.2,2.9,0.4,0.5,0,23578,5.7
Kansas,Republic,4806,2355,2451,1.4,96.7,0.1,0.1,0.6,0,25317,3.8
Kansas,Rice,10014,5053,4961,10.9,84.4,1.7,0.8,0.5,0.1,23687,5.5
Kansas,Riley,75022,40002,35020,7.8,77.6,6.3,0.4,4.5,0.2,23992,5.8
Kansas,Rooks,5186,2537,2649,2.4,95.2,0.2,0.3,0.6,0,23891,4.1
Kansas,Rush,3184,1593,1591,3,95.3,0,0.4,0,0,24843,5.6
Kansas,Russell,6988,3516,3472,2.4,93.6,1.2,0.2,0,0.7,26128,6.9
Kansas,Saline,55735,27546,28189,10.5,80.9,3.1,0.5,2.5,0.1,25641,5
Kansas,Scott,4928,2399,2529,16.5,81.5,0,0.6,1.1,0,30179,5.8
Kansas,Sedgwick,506529,250929,255600,13.7,69.1,9,0.7,4.2,0,26016,6.9
Kansas,Seward,23274,11839,11435,58.3,33.7,3.5,0.7,2.9,0,20442,9
Kansas,Shawnee,178792,86783,92009,11.5,74.8,7.4,0.7,1.1,0,26691,6.8
Kansas,Sheridan,2531,1321,1210,3.7,94.4,0.1,1.4,0,0,28733,1.2
Kansas,Sherman,6054,2933,3121,12.1,84.8,1.4,0.2,0,0,21786,4
Kansas,Smith,3740,1835,1905,1.9,95.7,0.4,0,0.2,0,27315,3.2
Kansas,Stafford,4320,2161,2159,12.9,84.3,1,0.2,0.4,0,25476,2.6
Kansas,Stanton,2149,993,1156,35.5,60.4,1,0.5,0.2,0,22690,2.4
Kansas,Stevens,5772,2920,2852,34.4,63,0.6,0.5,0.3,0.1,24827,3
Kansas,Sumner,23638,11694,11944,5.2,90.3,0.9,1.3,0.2,0.1,24214,7
Kansas,Thomas,7925,3900,4025,5.4,91.5,1.8,0.3,0.1,0.1,26309,2.7
Kansas,Trego,2951,1435,1516,2.2,95.2,0.3,1.1,0.4,0,28817,1
Kansas,Wabaunsee,6997,3559,3438,3.2,93.7,0.2,0.3,0.2,0,23962,6.2
Kansas,Wallace,1595,789,806,3,96.9,0,0,0.1,0,28265,5.4
Kansas,Washington,5686,2885,2801,3.3,94.5,0.8,0.4,0.2,0,23440,3.1
Kansas,Wichita,2204,1150,1054,29.3,68.5,0,0.1,0.3,0,23367,3.1
Kansas,Wilson,9061,4477,4584,2.8,92.9,0.2,0.5,0.6,0,22538,6.5
Kansas,Woodson,3211,1606,1605,2.6,94,0.5,0.3,0.2,0,21432,4.6
Kansas,Wyandotte,160806,79445,81361,27.2,42.6,23.9,0.5,3.4,0.1,18912,11.2
Kentucky,Adair,18852,9308,9544,1.8,93.7,2.7,0.1,0.3,0,18277,7.7
Kentucky,Allen,20355,10014,10341,1.8,95.6,1.4,0,0.5,0,20702,9.2
Kentucky,Anderson,21761,10599,11162,1.5,94.4,2.3,0,0.6,0,24353,6.9
Kentucky,Ballard,8256,4098,4158,1.2,93.4,3.4,0.5,0.6,0,24056,6.2
Kentucky,Barren,42925,20895,22030,2.9,90.9,4.1,0.3,0.5,0,20262,7.6
Kentucky,Bath,11978,5947,6031,1.4,95.7,1.6,0.1,0,0,18719,14
Kentucky,Bell,27950,13581,14369,0.5,94.6,3.2,0,0.3,0,13701,11.6
Kentucky,Boone,124617,61530,63087,3.9,88.8,2.9,0.2,2.4,0,29866,5.6
Kentucky,Bourbon,20013,9878,10135,6.9,85.1,7.1,0,0.2,0,23620,9.9
Kentucky,Boyd,48917,24241,24676,1.5,93.5,2.7,0.3,0.4,0,25745,10.5
Kentucky,Boyle,29388,14607,14781,3.1,86.4,6.9,0,0.8,0,22368,7.1
Kentucky,Bracken,8425,4203,4222,1.4,98.4,0,0,0,0,21054,8.3
Kentucky,Breathitt,13591,6829,6762,0.5,97.3,0.5,0.2,0.4,0.2,15737,12.4
Kentucky,Breckinridge,20061,9945,10116,1.2,94.8,2.3,0,0.1,0,19185,11.5
Kentucky,Bullitt,76961,38049,38912,1.6,95.3,0.5,0.2,0.5,0.1,24458,7.6
Kentucky,Butler,12835,6450,6385,3.5,95.6,0.7,0.2,0,0,18502,6.1
Kentucky,Caldwell,12826,6191,6635,1.4,91.4,5.8,0,0,0.3,20840,8.7
Kentucky,Calloway,38106,18379,19727,2.5,89.6,3.9,0.3,2.2,0,20701,9.1
Kentucky,Campbell,91475,44858,46617,1.8,92.5,3.2,0.1,0.8,0,28248,6.8
Kentucky,Carlisle,4984,2402,2582,2.2,94.7,1.6,0.7,0.1,0,21499,6.8
Kentucky,Carroll,10830,5590,5240,6.8,88.9,2.4,0.2,0.1,0,20129,13.2
Kentucky,Carter,27326,13502,13824,1.2,96.7,0.8,0.2,0.1,0,18948,11.1
Kentucky,Casey,15954,7857,8097,2.7,95.2,0.8,0.1,0.2,0,17526,9
Kentucky,Christian,74159,38891,35268,7.1,67.5,19.3,0.4,1.4,0.3,19614,12.7
Kentucky,Clark,35657,17464,18193,2.8,90.4,5.3,0,0.6,0,25492,7.9
Kentucky,Clay,21300,11415,9885,1.8,92.7,3.8,0.3,0.1,0,13802,15.9
Kentucky,Clinton,10188,5052,5136,2.7,96.3,0.6,0,0.2,0,16712,9.3
Kentucky,Crittenden,9222,4625,4597,0.7,96.7,1.2,0.2,0,0,21248,7.1
Kentucky,Cumberland,6807,3313,3494,0.2,94.7,3,0,0.3,0,17571,10.2
Kentucky,Daviess,98173,47590,50583,2.7,89.4,4.5,0.1,0.9,0,23952,6.8
Kentucky,Edmonson,12105,6077,6028,1.6,95.9,1.5,0.2,0.1,0,20304,8.9
Kentucky,Elliott,7725,4345,3380,0.6,96.7,2.4,0.1,0.1,0,15319,6.2
Kentucky,Estill,14476,7118,7358,0.1,97.9,0.1,0.1,0,0,16446,11.8
Kentucky,Fayette,308306,151459,156847,6.9,72.4,14.3,0.2,3.5,0,30031,6.9
Kentucky,Fleming,14544,7179,7365,1.2,96.2,1.4,0,0,0,21453,9.7
Kentucky,Floyd,38649,19048,19601,0.7,97.4,0.8,0.1,0.3,0,18173,9.7
Kentucky,Franklin,49778,24271,25507,2.9,82.2,10.4,0.2,1.6,0,26778,8.7
Kentucky,Fulton,6422,3169,3253,1.5,71.5,24.9,0.1,0.1,0,18082,12
Kentucky,Gallatin,8567,4289,4278,5,91.5,1.1,0,0.6,0,21634,6
Kentucky,Garrard,16976,8332,8644,2.3,94.2,1.3,0,0.1,0,22567,11.4
Kentucky,Grant,24670,12239,12431,2.5,94.2,0.3,0.1,0,0,19667,6.8
Kentucky,Graves,37502,18263,19239,5.9,87.2,5,0.1,0.3,0,20805,7.2
Kentucky,Grayson,26001,12950,13051,1.2,95.5,1.2,0.2,0.2,0,19902,9.3
Kentucky,Green,11149,5455,5694,0.2,94.6,3,0,0.6,0,19563,9
Kentucky,Greenup,36477,17709,18768,1,96.3,0.8,0.1,0.4,0,23649,10.1
Kentucky,Hancock,8669,4448,4221,1.4,96,1,0,0,0,22330,5.9
Kentucky,Hardin,107529,53651,53878,5.6,76.5,11.2,0.2,2.3,0.4,24845,8.2
Kentucky,Harlan,28400,13877,14523,0.8,95.2,2.4,0.2,0.4,0.2,15840,9.8
Kentucky,Harrison,18648,9105,9543,2.1,93.8,2.1,0.3,0.1,0,20490,8.1
Kentucky,Hart,18441,9109,9332,1.6,92,4.7,0.2,0.2,0,18993,9.6
Kentucky,Henderson,46396,22456,23940,2.2,87,7.1,0.1,0.4,0,22628,8
Kentucky,Henry,15455,7698,7757,3.2,91.8,3.5,0.3,0,0,21806,6.6
Kentucky,Hickman,4720,2245,2475,1,87.6,9.1,0,0.5,0,19597,8.8
Kentucky,Hopkins,46518,22603,23915,1.8,89,5.9,0.2,0.5,0,22517,6.7
Kentucky,Jackson,13357,6650,6707,0.1,99.6,0,0,0,0,16405,12.3
Kentucky,Jefferson,755809,364719,391090,4.7,69.5,20.5,0.1,2.4,0,28822,8.4
Kentucky,Jessamine,50328,24638,25690,2.9,90.4,3.6,0.1,1.1,0,26230,8.8
Kentucky,Johnson,23350,11406,11944,0.5,97.7,0.4,0.1,0.6,0,18436,9.1
Kentucky,Kenton,163007,80417,82590,2.9,89.2,4.5,0.2,1.2,0,27847,7.7
Kentucky,Knott,16000,7942,8058,0.8,97.5,0.8,0,0,0.1,17939,14.6
Kentucky,Knox,31809,15487,16322,1.1,96.2,1.1,0.4,0,0,15599,15.7
Kentucky,Larue,14149,6949,7200,3,91.9,3.5,0,0.3,0,20570,9.3
Kentucky,Laurel,59751,29281,30470,1.4,95.9,0.9,0.3,0.6,0,18795,12.4
Kentucky,Lawrence,15821,7836,7985,0.7,97.8,0.2,0,0.6,0,18890,7.8
Kentucky,Lee,7119,3752,3367,0.8,96.5,0.9,0.5,0.2,0,13688,12.2
Kentucky,Leslie,10997,5428,5569,0.4,98.6,0.7,0.1,0,0,15558,17
Kentucky,Letcher,23671,11632,12039,0.7,97.9,0.2,0.1,0.6,0,17194,12.6
Kentucky,Lewis,13790,6899,6891,0.7,98,0.3,0.3,0.1,0,16662,8.4
Kentucky,Lincoln,24498,11827,12671,1.6,94.4,2.7,0.1,0.3,0,18564,10.5
Kentucky,Livingston,9394,4636,4758,1.5,96.3,0.2,0.2,0.4,0,23079,6.7
Kentucky,Logan,26851,13283,13568,2.7,88.6,6.4,0.2,0,0,19126,7.7
Kentucky,Lyon,8402,4588,3814,0.7,91.2,6.2,0.1,0.4,0,24723,7.6
Kentucky,McCracken,65408,31320,34088,2.3,83.7,10.8,0.3,0.9,0.1,28577,6.1
Kentucky,McCreary,18001,9863,8138,2.2,89.9,5.6,0.4,0,0,10880,19
Kentucky,McLean,9500,4699,4801,1.3,96.5,0.4,0.3,0.3,0,20910,8.4
Kentucky,Madison,85838,41648,44190,2.3,90.1,4.4,0.4,0.9,0.1,21977,8.6
Kentucky,Magoffin,12979,6515,6464,0.3,99.5,0.1,0,0,0,16046,12.2
Kentucky,Marion,19717,9994,9723,2.5,87.2,8.5,0,0.9,0,19347,9.2
Kentucky,Marshall,31181,15341,15840,1.3,97,0.4,0.1,0.3,0,23707,7.7
Kentucky,Martin,12631,7020,5611,1.5,93.2,4.7,0.1,0,0,14179,20.6
Kentucky,Mason,17296,8471,8825,0.4,89.6,6.8,0.2,0.3,0,23773,6.2
Kentucky,Meade,29098,14672,14426,3.9,88.9,3.7,0.3,0.8,0,23473,11.5
Kentucky,Menifee,6343,3279,3064,2.3,96.1,0.4,0,0.3,0,16768,14.7
Kentucky,Mercer,21342,10537,10805,2.4,91.6,3.8,0.1,0.5,0,22658,11.5
Kentucky,Metcalfe,9985,4942,5043,1.5,93.9,1.1,0.2,0.3,0.2,17608,7.4
Kentucky,Monroe,10765,5344,5421,3,93.6,2.6,0,0.1,0,17635,9.5
Kentucky,Montgomery,27167,13368,13799,2.5,93.1,2.9,0.3,0,0.1,20850,10.4
Kentucky,Morgan,13428,7477,5951,1,93.6,3.2,0.1,0.3,0,16007,9.6
Kentucky,Muhlenberg,31309,15881,15428,0.5,92.4,5.2,0.3,0.2,0.2,19609,10.3
Kentucky,Nelson,44564,22027,22537,2.1,90.7,5.2,0.2,0.3,0,24699,9.8
Kentucky,Nicholas,7075,3448,3627,0.7,96.4,1.5,0.4,0,0,20039,7.7
Kentucky,Ohio,24065,11989,12076,3.7,94.2,1.4,0,0.1,0,19254,9.6
Kentucky,Oldham,63037,33307,29730,3.8,88.6,4.1,0.1,1.4,0,34423,4.3
Kentucky,Owen,10711,5258,5453,2.5,95.2,1.6,0.2,0.1,0.1,22878,8.6
Kentucky,Owsley,4616,2156,2460,0.5,95.6,1.1,0.2,0.9,0,15158,8.8
Kentucky,Pendleton,14514,7237,7277,1.1,97.1,0.6,0.1,0,0,23725,6.4
Kentucky,Perry,28041,13848,14193,0.6,95.9,1.4,0.1,0.6,0.2,18910,13.9
Kentucky,Pike,63434,31019,32415,0.8,97.2,0.9,0.1,0.6,0,20061,10.7
Kentucky,Powell,12447,6114,6333,1.3,96.8,0.4,0,0.3,0.1,17241,8.3
Kentucky,Pulaski,63635,31151,32484,2.3,94.5,0.9,0.1,0.6,0.1,20215,9.1
Kentucky,Robertson,2208,1100,1108,0,99.1,0,0.2,0,0,19246,6.7
Kentucky,Rockcastle,16942,8313,8629,0.6,97.7,0.2,1.2,0,0,16963,11
Kentucky,Rowan,23608,11316,12292,1.2,94.3,1.7,0.3,0.5,0,18185,6.5
Kentucky,Russell,17669,8644,9025,3.5,94.2,0.3,0.1,0.1,0.9,17010,11.8
Kentucky,Scott,50178,24733,25445,4.3,87.4,5.2,0.1,0.9,0,28232,6.9
Kentucky,Shelby,44290,21324,22966,8.8,80.6,7.1,0,0.9,0,27631,5.7
Kentucky,Simpson,17704,8717,8987,2,85.4,10.3,0.4,0.2,0,19397,7
Kentucky,Spencer,17577,8801,8776,1.8,94.6,1.3,0.3,0.4,0,27016,6.4
Kentucky,Taylor,24993,12128,12865,2.1,90.4,4,0.1,0.9,0,18120,9.6
Kentucky,Todd,12524,6255,6269,4,85.4,8.4,0,0,0,19042,8.5
Kentucky,Trigg,14250,6980,7270,1.6,88.3,8.8,0,0.5,0,26001,8.4
Kentucky,Trimble,8783,4363,4420,3,96.4,0,0,0,0,23465,14.6
Kentucky,Union,15138,7800,7338,1.8,83,12.9,0.1,0.2,0,20164,7.8
Kentucky,Warren,118950,57981,60969,4.9,80.6,9.4,0.3,3,0.2,23823,7.9
Kentucky,Washington,11910,5849,6061,3.7,88.3,5.9,0.1,0.2,0,19793,6.1
Kentucky,Wayne,20655,10244,10411,2.9,93.9,2.1,0,0,0.1,15475,12.6
Kentucky,Webster,13357,6664,6693,4.6,89.2,4.4,0.2,0,0,19891,7.2
Kentucky,Whitley,35794,17493,18301,1,96.1,0.9,0.2,0.4,0,16748,10.2
Kentucky,Wolfe,7261,3556,3705,0.5,98.3,0.4,0.3,0,0,13901,9.7
Kentucky,Woodford,25317,12254,13063,6.6,86.3,4.7,0,0.2,0,30490,4.8
Louisiana,Acadia,62163,30023,32140,2.1,77.7,17.4,0.2,0.2,0.2,20552,10.1
Louisiana,Allen,25653,14784,10869,3.9,70.5,19.9,2,0.8,0,19868,8.9
Louisiana,Ascension,114738,56848,57890,5,69.8,21.8,0.1,0.9,0,29269,6.4
Louisiana,Assumption,23057,11206,11851,2.4,66.2,29.9,0.6,0.2,0,23886,10.3
Louisiana,Avoyelles,41389,20692,20697,1.7,65.8,29.8,1.2,0.6,0.1,18967,9.6
Louisiana,Beauregard,36259,18513,17746,3.5,79.6,13.1,0.8,0.6,0,22961,5.7
Louisiana,Bienville,13977,6695,7282,1.6,54.6,41.9,0.1,0,0,20464,10.1
Louisiana,Bossier,123403,60921,62482,6.4,68.3,21.2,0.6,1.5,0.1,27572,5.7
Louisiana,Caddo,254742,121129,133613,2.7,46.6,47.7,0.4,1.2,0,24876,7
Louisiana,Calcasieu,195887,95567,100320,2.9,68.7,24.7,0.3,1.3,0,25005,8.3
Louisiana,Caldwell,9990,5270,4720,2.7,78.8,17.4,0.3,0.1,0,21493,10.2
Louisiana,Cameron,6706,3272,3434,4.2,92.2,3.1,0,0.3,0,29679,6.3
Louisiana,Catahoula,10247,5483,4764,1.1,65.8,32.1,0.1,0,0,21851,8.3
Louisiana,Claiborne,16639,9524,7115,1.4,46.2,50,0.3,0,0,17547,13.5
Louisiana,Concordia,20449,10375,10074,1.2,57,41.1,0.1,0.1,0.1,17498,11.7
Louisiana,De Soto,26965,12944,14021,2.7,57.2,37.7,0.7,0.3,0,22513,9.3
Louisiana,East Baton Rouge,444690,213266,231424,3.9,45.9,45.3,0.1,3.2,0,27944,7.6
Louisiana,East Carroll,7501,4272,3229,1.3,28.1,69.7,0,0.2,0,11313,19.2
Louisiana,East Feliciana,19855,10666,9189,1.3,52.8,44.7,0.3,0.1,0,21348,6.5
Louisiana,Evangeline,33768,17197,16571,2.8,67.5,27.7,0.2,0.1,0,18484,10.4
Louisiana,Franklin,20550,9993,10557,0.4,65.9,32.7,0,0.1,0,17324,11.5
Louisiana,Grant,22362,12523,9839,6.2,76.4,14.1,0.9,0.1,0.1,17987,9.2
Louisiana,Iberia,73938,36017,37921,3.7,59.7,31.4,0.1,2.7,0,23977,10.6
Louisiana,Iberville,33229,16949,16280,2.4,47.8,48,0.4,0.1,0,21428,7.9
Louisiana,Jackson,16109,8288,7821,1.5,66.5,30.2,0.2,0.2,0,18986,6.9
Louisiana,Jefferson,435092,211216,223876,13.6,54.4,25.9,0.4,4.1,0,27127,6.7
Louisiana,Jefferson Davis,31434,15550,15884,2.1,78.2,17.1,0.5,0.3,0,22260,9.2
Louisiana,Lafayette,231811,113159,118652,4.3,66.6,25.5,0.2,1.6,0,30240,6.3
Louisiana,Lafourche,97474,47888,49586,4.3,77,13.3,2.3,0.8,0,25303,7
Louisiana,LaSalle,14899,7702,7197,3.9,83.2,11.2,0.7,0,0.1,20818,6.3
Louisiana,Lincoln,47349,23005,24344,2.7,53.3,40.4,0.1,1.8,0,21003,11.9
Louisiana,Livingston,133949,65803,68146,3.3,88.7,6.1,0.3,0.4,0,25999,7
Louisiana,Madison,11873,5921,5952,1.8,35.1,62,0.3,0.1,0,14205,16.9
Louisiana,Morehouse,27012,12904,14108,1.2,49.8,47.3,0.1,0.3,0,18209,8
Louisiana,Natchitoches,39330,18765,20565,2.1,53.4,40.5,1,0.6,0,19883,12.2
Louisiana,Orleans,376738,180183,196555,5.5,30.8,59,0.2,3,0,27721,10.3
Louisiana,Ouachita,155769,74555,81214,2.1,58.7,37.2,0.3,0.9,0,21770,8
Louisiana,Plaquemines,23599,11676,11923,6,66.5,20.7,0.8,3.3,0,24837,4.7
Louisiana,Pointe Coupee,22498,10757,11741,2.4,60.2,35.9,0.2,0.3,0,25024,8.3
Louisiana,Rapides,132225,63862,68363,2.8,61.7,31.9,0.5,1.5,0,21671,8.6
Louisiana,Red River,8838,4305,4533,1.5,57.8,39,0.2,0.1,0,23016,9.2
Louisiana,Richland,20777,10062,10715,2,61,36.1,0,0.2,0,19699,9.6
Louisiana,Sabine,24248,12059,12189,3.7,68.4,16.7,7.6,0.4,0.1,22605,10.6
Louisiana,St. Bernard,42858,21298,21560,9.6,64.9,21.2,0.3,2.2,0,20160,12.2
Louisiana,St. Charles,52639,25699,26940,5.6,65.7,26.1,0.2,1.1,0,27247,7.7
Louisiana,St. Helena,10818,5254,5564,0.1,44.4,52.7,1.2,0,0,18620,14.4
Louisiana,St. James,21650,10426,11224,1.5,47.9,50,0,0.1,0,24071,11
Louisiana,St. John the Baptist,44161,21467,22694,5.3,38,54.2,0.1,0.5,0.3,22660,9.2
Louisiana,St. Landry,83613,40129,43484,1.9,55.1,40.8,0.1,0.4,0,19156,6.1
Louisiana,St. Martin,53126,26136,26990,2.5,64.7,29.6,0.3,1,0,22983,7.2
Louisiana,St. Mary,53441,26345,27096,6.2,56.5,31.1,1.2,1.6,0,21847,12.2
Louisiana,St. Tammany,242960,117970,124990,5.2,79.5,11.7,0.4,1.5,0,31022,7.6
Louisiana,Tangipahoa,125486,60890,64596,3.8,63.9,29.6,0.3,0.8,0,21671,10.7
Louisiana,Tensas,4893,2362,2531,1.7,41.7,56.1,0,0,0,16912,15.6
Louisiana,Terrebonne,112742,55725,57017,4.6,67.9,18.4,5.3,0.9,0.3,23626,5.5
Louisiana,Union,22533,11112,11421,4.3,68.1,25.8,0,0.2,0.2,19676,7.7
Louisiana,Vermilion,59110,28523,30587,3,78.8,14.1,0.6,2.1,0,23261,8.5
Louisiana,Vernon,52476,27435,25041,9,70.5,13.9,1.1,1.6,0.4,21578,7.5
Louisiana,Washington,46556,22872,23684,2,65.9,30.1,0.2,0.2,0,17745,15
Louisiana,Webster,40617,19722,20895,1.8,62.6,33.9,0.4,0.3,0,20248,7.6
Louisiana,West Baton Rouge,24669,12159,12510,2.7,57.5,37.7,0.2,0.6,0,26118,6.5
Louisiana,West Carroll,11454,5764,5690,2.9,79.6,16.7,0,0.1,0,19353,11.9
Louisiana,West Feliciana,15415,10228,5187,1.5,51.7,45.7,0.3,0,0,22122,8.5
Louisiana,Winn,14855,7851,7004,0.6,65.3,32.6,0.7,0,0,17877,6.3
Maine,Androscoggin,107393,52597,54796,1.7,91.5,1.3,0.1,0.8,0,25011,7.2
Maine,Aroostook,70005,34592,35413,1.1,94.6,0.7,1.5,0.5,0,21763,7.5
Maine,Cumberland,286119,139036,147083,1.9,91.1,2.6,0.2,2.1,0,34081,5.4
Maine,Franklin,30402,14937,15465,1.2,96.1,0.4,0.4,0.5,0.1,22980,7.7
Maine,Hancock,54658,26696,27962,1.3,95.4,0.5,0.4,0.9,0,28432,7.7
Maine,Kennebec,121112,58759,62353,1.4,95.1,0.8,0.6,0.8,0,25957,7.7
Maine,Knox,39723,19682,20041,1.2,95.9,0.6,0.3,0.7,0,28144,5.7
Maine,Lincoln,34156,16673,17483,0.9,96.4,0.1,0.5,1.2,0,29078,4.2
Maine,Oxford,57421,28446,28975,1.1,95.8,0.4,0.5,0.6,0,21280,9.2
Maine,Penobscot,153437,75714,77723,1.2,94.2,0.8,1.1,1.1,0,24149,7.8
Maine,Piscataquis,17156,8552,8604,1.2,95.7,0.3,0.3,0.5,0,22856,10.5
Maine,Sagadahoc,35092,16894,18198,1.5,94.8,0.7,0.2,0.7,0,30062,5.7
Maine,Somerset,51577,25399,26178,1,96.1,0.3,0.4,0.3,0,21729,9.5
Maine,Waldo,38976,19155,19821,1.1,96.1,0.4,0.2,0.6,0,24473,7.5
Maine,Washington,32191,15874,16317,1.7,90.5,0.5,4.5,0.5,0,21977,9.8
Maine,York,199682,97075,102607,1.6,94.9,0.7,0.3,1.1,0,30705,5.9
Maryland,Allegany,73549,38300,35249,1.6,87.6,7.9,0.1,0.9,0.1,21674,10
Maryland,Anne Arundel,555280,274800,280480,6.9,70.7,15.5,0.1,3.5,0.1,41706,5.9
Maryland,Baltimore,822959,389418,433541,4.8,60.3,26.7,0.2,5.6,0,35011,6.9
Maryland,Calvert,90114,44495,45619,3.3,79.2,12.6,0.1,1.4,0,39011,7.6
Maryland,Caroline,32661,15835,16826,6.1,77.2,13.6,0.1,0.5,0,24943,8.8
Maryland,Carroll,167444,82754,84690,2.9,90.4,3.2,0.1,1.7,0,36936,4.6
Maryland,Cecil,101960,50644,51316,3.9,86.1,6.6,0.2,1.2,0,29538,7.5
Maryland,Charles,152754,73731,79023,5,45.4,41.8,0.7,3.3,0.1,36809,6.3
Maryland,Dorchester,32534,15542,16992,4.3,64.8,27.7,0,1,0,27870,10.4
Maryland,Frederick,241373,119038,122335,8.1,76,8.7,0.2,4.2,0.1,37449,5.8
Maryland,Garrett,29813,14765,15048,0.9,96.7,0.6,0.1,0.4,0,25348,7
Maryland,Harford,248966,121798,127168,4,77.6,12.9,0.2,2.8,0,35746,6.4
Maryland,Howard,304115,149157,154958,6.3,56.1,17.8,0.2,16.2,0,48104,4.9
Maryland,Kent,19923,9382,10541,4.3,78.4,15.1,0.2,1,0,30081,7.2
Maryland,Montgomery,1017859,490093,527766,18.3,46.6,17.1,0.2,14.4,0,49110,6.1
Maryland,Prince George's,892816,429603,463213,16.2,14.3,62.6,0.2,4.2,0,32639,8.7
Maryland,Queen Anne's,48600,24024,24576,3.4,86.8,7.4,0,0.8,0,38733,5.3
Maryland,St. Mary's,109614,54662,54952,4.5,75.6,14.1,0.1,2.7,0,36668,4.8
Maryland,Somerset,25980,14150,11830,3.6,51.7,41.4,0.3,1.1,0,16631,8.2
Maryland,Talbot,37799,17811,19988,6,78.2,11.7,0.1,1.5,0.1,38317,6.7
Maryland,Washington,149270,76058,73212,4,81.5,9.7,0.2,1.6,0,27066,8.5
Maryland,Wicomico,101182,48199,52983,4.9,65,24,0.1,3,0,26241,8.8
Maryland,Worcester,51519,25018,26501,3.3,80,13.9,0.1,1.4,0.1,32419,9.9
Maryland,Baltimore city,622454,293366,329088,4.6,28.1,62.3,0.2,2.6,0,25707,13.1
Massachusetts,Barnstable,214766,102244,112522,2.6,91.1,2.5,0.4,1.4,0,37678,7
Massachusetts,Berkshire,129288,62393,66895,3.9,89.7,2.7,0.2,1.5,0,30469,8.9
Massachusetts,Bristol,552763,267650,285113,6.8,84.2,3.3,0,2.1,0.1,29607,9
Massachusetts,Dukes,17048,8443,8605,0.8,92.1,3.1,0.8,0.8,0,38560,5.2
Massachusetts,Essex,763849,367791,396058,18.2,73.6,2.9,0.1,3.4,0,36212,7.7
Massachusetts,Franklin,71144,34759,36385,3.6,91.6,1.1,0.2,1.5,0,30584,6.7
Massachusetts,Hampden,468041,225611,242430,22.7,65.4,7.8,0.1,2.1,0,26560,10
Massachusetts,Hampshire,160759,75286,85473,5.1,84.9,2.6,0.1,5.3,0,30244,7.2
Massachusetts,Middlesex,1556116,758542,797574,7.3,74.7,4.6,0.1,10.5,0,44152,6.1
Massachusetts,Nantucket,10556,5589,4967,10.2,76.6,9.3,0,1.1,0,45000,3
Massachusetts,Norfolk,687721,329431,358290,3.8,78.1,6,0.1,9.7,0,45829,6.9
Massachusetts,Plymouth,503681,245337,258344,3.5,82.9,8.6,0.1,1.3,0,36163,7.9
Massachusetts,Suffolk,758919,366767,392152,21.3,46.5,20,0.2,8.6,0,34420,8.7
Massachusetts,Worcester,810935,399807,411128,10.2,79,4.2,0.2,4.4,0,32284,7.8
Michigan,Alcona,10550,5310,5240,1.4,96.3,0.3,0.2,0.4,0,23933,12.2
Michigan,Alger,9476,5218,4258,1.3,84.8,7.7,2.6,0,0,21259,10.8
Michigan,Allegan,112837,56205,56632,7,89.1,1.4,0.5,0.7,0,25161,6.1
Michigan,Alpena,29068,14276,14792,1.2,96.1,0.5,0.6,0.4,0,22082,9.3
Michigan,Antrim,23267,11587,11680,1.9,95.2,0.3,0.9,0.3,0,27155,9.7
Michigan,Arenac,15424,7813,7611,1.8,95.2,0.5,1.3,0.2,0,21197,12
Michigan,Baraga,8690,5265,3425,1.3,73.3,18.3,4.5,0.5,0,17461,8.1
Michigan,Barry,59147,29733,29414,2.5,94.9,0.5,0.2,0.5,0,25795,7.9
Michigan,Bay,106698,52513,54185,5,90.6,1.3,0.2,0.6,0,24445,9.7
Michigan,Benzie,17437,8708,8729,2.1,94.3,0.3,1.2,0.3,0,25023,8.4
Michigan,Berrien,155565,76026,79539,5,75.3,14.9,0.3,1.8,0,25241,9.4
Michigan,Branch,43706,22539,21167,4.3,91.3,2.3,0.2,0.5,0,21263,7
Michigan,Calhoun,134790,65845,68945,4.7,79.1,10.7,0.7,1.9,0,23150,10
Michigan,Cass,51952,26159,25793,3.3,86.9,4.7,1.1,0.8,0,24314,9.7
Michigan,Charlevoix,26134,12903,13231,1.6,94.3,0.3,1.4,0.4,0,28188,7.8
Michigan,Cheboygan,25690,12791,12899,1.3,92.4,0.7,2,0.4,0,23631,13.9
Michigan,Chippewa,38586,21156,17430,1.6,70.7,6.5,14.8,0.9,0,20396,11.7
Michigan,Clare,30710,15163,15547,1.8,95.1,0.4,0.5,0.2,0,19181,13.2
Michigan,Clinton,76905,37952,38953,4.3,90.3,1.6,0.1,1.4,0,29766,6.5
Michigan,Crawford,13895,7024,6871,1.7,95.5,0.5,0.3,0.6,0,22595,12
Michigan,Delta,36712,18172,18540,1,93.7,0.2,1.9,0.3,0,23061,9.2
Michigan,Dickinson,26012,12886,13126,1.3,95.9,0.5,0.5,0.6,0,24880,7
