State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Unemployment
Texas,Callahan,13532,6615,6917,9.1,87.2,1.7,0.1,0.4,0,22387,5.4
Texas,Cameron,417947,201583,216364,88.5,10.1,0.4,0.1,0.6,0,15105,10
Texas,Camp,12516,6105,6411,23,57.2,17.1,0.1,0.3,0,19738,8.5
Texas,Carson,6068,2926,3142,9.6,86.8,1.1,0.6,0.3,0.2,28400,1.7
Texas,Cass,30328,14717,15611,4.1,76.6,17.2,0.2,0.4,0.1,20991,9.2
Texas,Castro,7948,4053,3895,62.1,34.8,0.6,0.1,0.3,0,21068,4.7
Texas,Chambers,37251,18691,18560,20.9,68.4,7.9,0.2,1.3,0,30572,7.8
Texas,Cherokee,51167,26098,25069,21.9,61.6,14.4,0.1,0.5,0,19420,6.4
Texas,Childress,7059,4050,3009,20.5,64.3,9.6,1,1.3,2.1,19861,5.2
Texas,Clay,10479,5265,5214,5.4,90.9,0.5,1.3,0.4,0,26339,6.8
Texas,Cochran,2993,1519,1474,56.2,38.4,3.7,0.2,0,0,18968,8.5
Texas,Coke,3238,1667,1571,20.9,77.3,0.8,0.6,0.1,0,29355,3.1
Texas,Coleman,8536,4223,4313,17.3,78.1,2.4,0.8,0.8,0,20085,8.2
Texas,Collin,862215,423260,438955,15,60.8,8.9,0.3,12.4,0.1,38883,4.9
Texas,Collingsworth,3058,1490,1568,31.4,62.1,3.5,1.9,0.2,0,20269,5.2
Texas,Colorado,20757,10231,10526,27.8,58.1,13.6,0.1,0.2,0,25578,4.2
Texas,Comal,119632,59187,60445,26.3,69.4,1.9,0.1,0.9,0,32838,4.9
Texas,Comanche,13623,6673,6950,26.9,71.2,0.4,0.1,0.3,0,19743,4.5
Texas,Concho,4086,2726,1360,55.4,42.8,0.5,0,0.8,0,15820,2.8
Texas,Cooke,38761,19129,19632,16.9,77.1,2.4,0.8,0.7,0.1,26742,7
Texas,Coryell,76128,37681,38447,17.5,60.1,14.3,0.4,1.8,0.8,19760,9.5
Texas,Cottle,1510,786,724,28.1,59.9,10.5,0.2,0,0,18926,7.5
Texas,Crane,4730,2368,2362,60,35.7,3.5,0.7,0,0,23808,5.2
Texas,Crockett,3699,1854,1845,61.8,36.7,0.3,0,0,0,26675,1.8
Texas,Crosby,6007,2926,3081,53.9,41.3,3.7,0,0,0.3,18692,10
Texas,Culberson,2296,1124,1172,78.4,19.2,0.4,0.5,0,0.1,17340,6.5
Texas,Dallam,7014,3752,3262,42.3,52.7,1.2,1.1,1,0,19997,5.6
Texas,Dallas,2485003,1225722,1259281,39,31.5,21.8,0.2,5.6,0,27605,7.6
Texas,Dawson,13542,7670,5872,54.7,37.8,5.6,0.3,0.8,0,19889,9.5
Texas,Deaf Smith,19245,9491,9754,69.8,27.8,0.8,0.6,0.3,0,18846,5.4
Texas,Delta,5223,2586,2637,6.8,81.2,8.2,0.4,0.7,0,20704,13.6
Texas,Denton,731851,360112,371739,18.8,62.1,8.7,0.3,7.3,0.1,34914,5.7
Texas,DeWitt,20540,10795,9745,33.6,56.3,9.5,0.1,0.1,0,28418,6.8
Texas,Dickens,2281,1222,1059,26.4,66.9,6.1,0.2,0,0,20659,13.6
Texas,Dimmit,10682,5185,5497,85.8,13.7,0.3,0,0.2,0,21174,10.3
Texas,Donley,3588,1766,1822,10.1,82.5,5.7,0.6,0.4,0.1,20204,3.9
Texas,Duval,11577,6038,5539,88.5,10,0.9,0.2,0.4,0,20752,10.9
Texas,Eastland,18328,8979,9349,14.8,80.2,2.8,0.2,0.4,0,22135,4.4
Texas,Ector,149557,75182,74375,56.5,37,4,0.2,0.8,0,26135,5.2
Texas,Edwards,1906,854,1052,51,48.8,0.2,0.1,0,0,27893,4.9
Texas,Ellis,157058,77570,79488,24.7,63.9,8.8,0.3,0.6,0,26357,6.5
Texas,El Paso,831095,406117,424978,81.3,13.3,3.1,0.3,1,0.1,18880,8.4
Texas,Erath,40039,19692,20347,19.9,76.2,1.4,0.6,0.7,0,21903,4.1
Texas,Falls,17410,8192,9218,22.1,51.8,24.5,0.1,0.2,0.1,16739,7.2
Texas,Fannin,33748,17810,15938,10.3,79.7,6.8,0.3,0.6,0.1,20545,6.7
Texas,Fayette,24849,12267,12582,19.6,72.6,7.2,0,0.1,0,28458,1.8
Texas,Fisher,3858,1826,2032,31,64.5,3.2,0,0.5,0.2,26855,7.2
Texas,Floyd,6178,3020,3158,55.8,40,2.6,0.1,0.1,0,22195,8
Texas,Foard,1197,591,606,11.6,84.5,2.9,0,0.9,0,22871,9.7
Texas,Fort Bend,658331,323468,334863,24,35.2,20.5,0.2,18.3,0,35962,5.1
Texas,Franklin,10599,5383,5216,13.4,79.8,5,0.5,0,0.1,26653,6.6
Texas,Freestone,19586,10230,9356,14.4,67.8,15.6,0.5,0.3,0,24087,4.9
Texas,Frio,18168,10723,7445,78.1,17,3.9,0,0.4,0,17017,5.2
Texas,Gaines,18916,9556,9360,39.2,57.6,1.8,0.3,0.5,0.3,22744,4
Texas,Galveston,308163,152405,155758,23.5,58.2,13,0.2,3.3,0,31585,7.5
Texas,Garza,6410,4247,2163,56,39,4.5,0.3,0.1,0,18125,2
Texas,Gillespie,25398,12385,13013,21.4,76.7,0.3,0,0.2,0,30859,6.8
Texas,Glasscock,1180,655,525,34.1,65.9,0,0,0,0,35054,2.5
Texas,Goliad,7410,3653,3757,35.5,58.5,5.3,0,0.1,0.1,29513,9.3
Texas,Gonzales,20172,10122,10050,49.1,43.2,6.6,0.1,0.1,0,21185,6.5
Texas,Gray,22983,12253,10730,26.4,65.9,4.4,0.8,0.4,0.1,21555,5.4
Texas,Grayson,122780,59917,62863,12.3,77.1,5.9,1.2,1.1,0.1,25033,7.8
Texas,Gregg,123178,60328,62850,17.7,59.3,19.9,0.4,1.4,0.2,24364,5.9
Texas,Grimes,26961,14823,12138,22.6,59.6,15.9,0.2,0.1,0,20891,6.2
Texas,Guadalupe,143460,70832,72628,36.7,52.6,6.7,0.2,1.6,0,26928,5.7
Texas,Hale,35504,18337,17167,57.9,35.4,4.6,0.1,0.4,0,17910,8.1
Texas,Hall,3203,1605,1598,34.1,57.7,7.1,0,0.3,0,17378,11.5
Texas,Hamilton,8266,4040,4226,11.2,86.4,1,0.4,0.2,0,24518,5.9
Texas,Hansford,5559,2787,2772,45.2,53.7,0.1,0.3,0.4,0,22867,2.3
Texas,Hardeman,3992,1935,2057,20.4,69.8,8.8,0,0.2,0,20374,5.9
Texas,Hardin,55375,27325,28050,5.2,87.2,5.8,0.3,0.6,0,26844,5.5
Texas,Harris,4356362,2166727,2189635,41.6,31.7,18.5,0.2,6.5,0.1,29047,7.5
Texas,Harrison,66417,32594,33823,12.1,64.2,21.6,0.3,0.5,0,24114,7.7
Texas,Hartley,6121,3771,2350,25.6,63.6,8.4,0,0.1,0,21740,2.1
Texas,Haskell,5853,3342,2511,25.2,68.6,3.3,0.3,1,0,22140,6.9
Texas,Hays,177562,88420,89142,36.7,56.6,3.4,0.3,1.2,0.1,27398,6.7
Texas,Hemphill,4115,2021,2094,33,64,1,0.4,0.3,0,30082,3.7
Texas,Henderson,79016,38598,40418,11.7,79.5,6.5,0.6,0.6,0.1,22613,7.8
Texas,Hidalgo,819217,399234,419983,91,7.3,0.4,0.1,1,0,14689,9.9
Texas,Hill,34923,17174,17749,19.5,72,7,0.4,0.4,0,21281,8.9
Texas,Hockley,23322,11489,11833,45.9,48.4,3.3,0.4,0.3,0,22609,6.4
Texas,Hood,53171,26267,26904,11.4,85.6,0.8,0.8,0.6,0,30478,5
Texas,Hopkins,35645,17589,18056,16,74.4,6.8,0.3,0.7,0,22453,7.1
Texas,Houston,22949,12227,10722,10.6,61.9,25.5,0.1,0.1,0,17570,6.4
Texas,Howard,36105,20496,15609,39.9,51.5,5.2,0.7,0.9,0.4,22049,6.4
Texas,Hudspeth,3330,1645,1685,78.4,19.3,1.1,0,0.8,0,15990,5.7
Texas,Hunt,88052,43515,44537,14.6,73.5,8.4,0.6,1.2,0,21888,11.4
Texas,Hutchinson,21858,10970,10888,22,71.8,2.6,1,0.6,0.1,24875,5.3
Texas,Irion,1644,824,820,25.1,71.7,0,0,0,0,30963,4.4
Texas,Jack,8946,5121,3825,15.8,78.6,4.9,0.3,0,0,23573,5.6
Texas,Jackson,14486,7060,7426,30.8,60.7,7,0,0.2,0,25687,5.2
Texas,Jasper,35768,17328,18440,6.5,74.5,16.3,0.4,0.4,0,20121,11.4
Texas,Jeff Davis,2232,1093,1139,38.5,59.1,0.3,0.9,1.1,0,26693,7.1
Texas,Jefferson,252872,129292,123580,18.6,42.9,33.3,0.2,3.5,0,24154,8.8
Texas,Jim Hogg,5239,2651,2588,91.9,6.6,1.2,0,0,0,17122,16.5
Texas,Jim Wells,41461,20450,21011,79.5,19,0.5,0.1,0.4,0.1,21798,6.6
Texas,Johnson,155450,77610,77840,19.5,74.6,2.5,0.5,0.8,0.4,25310,7.3
Texas,Jones,19978,12652,7326,26.6,55.6,15.1,0.4,0.3,0,15006,4.2
Texas,Karnes,14879,8799,6080,51.5,39.2,8.9,0.1,0.2,0,25868,4.8
Texas,Kaufman,109289,53588,55701,18.8,68.1,9.3,0.5,0.8,0.3,24944,8.7
Texas,Kendall,37361,17951,19410,21.8,75.1,0.7,0,0.7,0,36126,4.5
Texas,Kenedy,565,295,270,66.2,33.6,0,0,0.2,0,14251,0
Texas,Kent,821,423,398,17.9,81.5,0.2,0.4,0,0,27962,1.5
Texas,Kerr,50149,24194,25955,25.3,70.6,1.6,0.3,0.8,0.1,26265,8
Texas,Kimble,4486,2239,2247,24.3,74.8,0,0.2,0,0,26749,7.6
Texas,King,267,136,131,24.7,75.3,0,0,0,0,30269,5.1
Texas,Kinney,3577,2092,1485,62.1,37.3,0.6,0,0,0,17299,13.2
Texas,Kleberg,32029,16601,15428,71.3,21.9,3.9,0.1,2,0,18722,11.7
Texas,Knox,3796,1902,1894,33.1,59.9,6.7,0.1,0.1,0,20124,7.1
Texas,Lamar,49566,24057,25509,7.2,75.1,12.4,0.3,0.8,0.2,22344,7.4
Texas,Lamb,13742,6966,6776,53.5,41,4.4,0.3,0.2,0,20863,6.2
Texas,Lampasas,20219,9908,10311,18.7,73.4,3.8,0.3,0.9,0.1,23772,8.6
Texas,La Salle,7191,4021,3170,83.2,15.3,0.9,0,0,0,22127,8.1
Texas,Lavaca,19549,9456,10093,17.5,74.6,6.8,0,0.4,0,27288,4
Texas,Lee,16664,8393,8271,23.1,64.1,11.5,0,0.4,0,25006,5.7
Texas,Leon,16819,8308,8511,14,76.8,7.5,0.4,0.4,0,27535,7.5
Texas,Liberty,77486,38184,39302,20,67.2,10.6,0.2,0.7,0,21194,11.5
Texas,Limestone,23454,12091,11363,20.4,60.3,17.6,0.2,0.6,0.1,20430,8.2
Texas,Lipscomb,3483,1866,1617,29.7,66.6,0.3,0.9,0.8,0,30237,5
Texas,Live Oak,11873,6421,5452,36.9,57,3.2,0.3,1.2,0,21231,4.3
Texas,Llano,19323,9219,10104,9.3,87.7,2.2,0.1,0.3,0,36279,5.8
Texas,Loving,117,74,43,35,41,0,12.8,0,0,25877,15.1
Texas,Lubbock,290782,143698,147084,33.5,55.6,6.7,0.3,2,0.1,24510,6.2
Texas,Lynn,5764,2902,2862,47.3,49.3,1.2,1.5,0.2,0.1,23341,10.9
Texas,McCulloch,8273,4086,4187,30.8,65.7,1.6,0,0,0,22194,4.3
Texas,McLennan,241505,117708,123797,24.8,57.7,14.2,0.1,1.5,0,22221,6.2
Texas,McMullen,778,405,373,48.1,50.4,0,1.5,0,0,27608,14.1
Texas,Madison,13838,8648,5190,21.7,56.5,18.6,0.2,0.3,0.1,15894,5.7
Texas,Marion,10248,4900,5348,3.9,71,22.9,0.2,1.6,0,22755,8
Texas,Martin,5252,2624,2628,45.6,51.2,2.3,0.6,0,0.2,26130,3.5
Texas,Mason,4066,2196,1870,24.6,71.8,0,0.5,3.1,0,25585,6.8
Texas,Matagorda,36598,18119,18479,39.9,46.2,9.9,0.4,2.1,0.2,21693,6.4
Texas,Maverick,56548,27870,28678,95.2,3.1,0.1,0.9,0.5,0,15249,13.1
Texas,Medina,47392,24482,22910,50.8,45.1,2.2,0.4,0.3,0,23830,6.6
Texas,Menard,2182,1065,1117,36.8,58.8,1.2,0.5,0,0,22016,8.3
Texas,Midland,151290,75306,75984,41.3,49.7,5.8,0.3,1.5,0.1,35537,3.4
Texas,Milam,24344,12087,12257,25,63.7,8.3,0.2,0.6,0,22130,9.6
Texas,Mills,4875,2242,2633,16.2,83.3,0.2,0,0,0,22804,3.6
Texas,Mitchell,9169,5665,3504,38.7,48.7,10.6,0.3,0.5,0,18764,5.5
Texas,Montague,19478,9597,9881,10.3,86.9,0.1,0.2,0.2,0,25846,6.6
Texas,Montgomery,502586,248919,253667,22.2,69.1,3.4,0.3,2.5,0,34215,6.1
Texas,Moore,22281,11512,10769,52.6,35,2.5,0.4,8.5,0,19495,4.1
Texas,Morris,12700,6103,6597,8.8,65.8,23,0.9,0,0,20900,12.7
Texas,Motley,1071,596,475,15,82.9,1.2,0.3,0,0,20322,11
Texas,Nacogdoches,65531,31409,34122,18.5,60.4,18,0.4,1.6,0,21113,8.6
Texas,Navarro,48118,23717,24401,25.2,58.4,13.3,0.2,0.7,0.9,20697,10.9
Texas,Newton,14231,7347,6884,3.4,73.8,20.9,0.4,0.6,0,20428,12.1
Texas,Nolan,15061,7618,7443,35.5,58.2,4.2,0.2,0.4,0,20444,7.7
Texas,Nueces,352060,173195,178865,62,31.3,3.7,0.2,1.7,0.1,25176,6.6
Texas,Ochiltree,10642,5439,5203,50.9,46.6,0.2,0.7,0.4,0,25995,5.2
Texas,Oldham,2071,1137,934,14.4,72.2,6.1,0.5,0.5,0,23452,7.4
Texas,Orange,83217,41232,41985,6.7,81.8,8.2,0.4,1,0,25489,8.4
Texas,Palo Pinto,27921,13822,14099,19.4,76.1,2.4,0.6,0.4,0,23013,8.3
Texas,Panola,23900,11536,12364,8.9,73.2,17,0,0.5,0.1,25693,5.7
Texas,Parker,121418,60724,60694,11.2,84.5,1.7,0.6,0.6,0,31923,6.1
Texas,Parmer,10004,5150,4854,61.4,36.7,1.7,0.2,0,0,20381,3.6
Texas,Pecos,15807,9003,6804,67.7,26.7,4.2,0.7,0.2,0.1,19772,4.8
Texas,Polk,46113,24757,21356,14.2,71.1,10.9,1.3,0.6,0,21010,10
Texas,Potter,122352,62842,59510,36.8,46.7,9,0.3,4.6,0.2,20283,5.3
Texas,Presidio,7304,3605,3699,81,15.2,0,0.4,3.4,0,16507,9.6
Texas,Rains,11037,5630,5407,8.2,86.1,2.3,0.7,0.5,0,23443,7.9
Texas,Randall,126782,62256,64526,18.8,75,2.6,0.4,1.4,0,30480,3.9
Texas,Reagan,3598,1853,1745,67,30.9,1.7,0,0,0,25238,2.2
Texas,Real,3356,1654,1702,20.1,79.5,0.2,0,0,0,19549,12
Texas,Red River,12567,6100,6467,7.2,73.1,17.6,0.4,0.1,0,19482,7.2
Texas,Reeves,14179,8004,6175,74.6,20.1,3.5,0.3,0.8,0,17893,6.7
Texas,Refugio,7277,3636,3641,49.2,43,5.9,0.1,0.1,0,24902,6.7
Texas,Roberts,931,442,489,2.8,95.5,0,0.1,0.5,0,31314,1.9
Texas,Robertson,16532,8262,8270,19.3,58.4,20.7,0.1,0.2,0.2,21781,9.2
Texas,Rockwall,85536,41950,43586,16.7,72.8,5.3,0.2,2.3,0.1,36163,5.9
Texas,Runnels,10445,5181,5264,33.6,62.8,2.1,0.4,0.6,0,21803,3.4
Texas,Rusk,53457,28172,25285,15.7,64.9,17.4,0.4,0.6,0,22272,4.9
Texas,Sabine,10440,5090,5350,3.9,86.6,8.8,0,0.1,0,19511,12.1
Texas,San Augustine,8695,4152,4543,6.9,68.7,22.2,1.2,0,0,19213,16.3
Texas,San Jacinto,27023,13414,13609,12,75.3,11.1,0.1,0.7,0,22363,12.6
Texas,San Patricio,66070,33039,33031,55.6,40.6,1.8,0.1,0.9,0,24211,5.2
Texas,San Saba,5893,3231,2662,28.9,66.4,3.2,0,0.3,0,19743,4.9
Texas,Schleicher,3224,1582,1642,50.5,49.1,0.1,0,0.2,0,25199,4.1
Texas,Scurry,17238,9312,7926,38.7,55.1,4.5,0.2,0.3,0,24584,3.3
Texas,Shackelford,3352,1633,1719,10.8,88.3,0.1,0,0,0,23826,3.8
Texas,Shelby,25725,12565,13160,17.6,63.4,17.5,0,0.9,0.1,20753,7.9
Texas,Sherman,3066,1574,1492,41.7,55.8,0.2,0.7,0,0,22436,3.7
Texas,Smith,217552,105157,112395,18.4,61,17.7,0.3,1.5,0.1,24964,7.2
Texas,Somervell,8608,4159,4449,19.2,79.2,0.6,0.2,0,0.4,26946,2.1
Texas,Starr,62648,30368,32280,98.7,0.9,0,0,0.1,0,12483,13.8
Texas,Stephens,9452,5036,4416,22.4,73.6,2.6,0.6,0.3,0,22241,3.9
Texas,Sterling,1346,696,650,45.8,52.5,0.2,0,0,0,21386,0.3
Texas,Stonewall,1414,722,692,20.2,75.5,3.7,0,0,0,22416,6.9
Texas,Sutton,3966,2036,1930,58.8,39.9,0.1,0,0,0.7,25650,4.3
Texas,Swisher,7713,4041,3672,41.7,49.3,6.1,0.3,0.4,0,18437,6.4
Texas,Tarrant,1914526,937266,977260,27.6,49.8,15.1,0.3,4.9,0.2,29058,6.9
Texas,Taylor,134435,65704,68731,23.2,65.6,7.2,0.4,1.7,0,23896,5.9
Texas,Terrell,921,430,491,68,27.8,1.6,0.8,1.8,0,27062,3.7
Texas,Terry,12687,6835,5852,52.3,42.2,4.7,0.3,0.1,0,21705,6.5
Texas,Throckmorton,1545,724,821,12.7,84.4,0.2,0,0.5,0,28305,2.6
Texas,Titus,32553,16046,16507,41.1,47.3,9.6,0.3,0.8,0,19472,7.5
Texas,Tom Green,115056,56913,58143,37.5,55.7,4.1,0.2,1.3,0,25274,4.7
Texas,Travis,1121645,564941,556704,33.7,49.8,7.9,0.2,6,0.1,35168,6
Texas,Trinity,14405,7001,7404,9,79.3,10.2,0.5,0.2,0,19766,9.9
Texas,Tyler,21462,11629,9833,7.4,79.4,10.8,0.5,0.3,0,20242,11.5
Texas,Upshur,40096,19949,20147,7.5,81,8.7,0.6,0.5,0,22692,7.9
Texas,Upton,3405,1623,1782,49.8,44.7,4.6,0,0,0,22751,4.3
Texas,Uvalde,26952,13189,13763,70.2,27.9,0.2,0.5,1,0.1,18135,8.1
Texas,Val Verde,48980,24828,24152,80.4,16.9,0.9,0.1,0.4,0.1,18632,9.3
Texas,Van Zandt,52736,25975,26761,10,84.6,2.3,0.4,0.5,0.4,23257,6.1
Texas,Victoria,90099,44152,45947,44.9,46.5,5.7,0,1.2,0,25987,6.5
Texas,Walker,69330,40484,28846,17.7,57.4,22.7,0.3,1.2,0,16135,4.4
Texas,Waller,45847,23062,22785,29.1,43,24.9,0.1,0.7,0,22849,8.3
Texas,Ward,11225,5590,5635,50.7,43,4.6,0.6,0.4,0,24234,4.4
Texas,Washington,34236,17143,17093,14.8,65.1,17.1,0.4,1.7,0.1,25057,5.1
Texas,Webb,263251,128182,135069,95.3,3.7,0.3,0.1,0.6,0,15096,6
Texas,Wharton,41264,20305,20959,39.2,46.1,14.2,0,0.1,0,21581,6.6
Texas,Wheeler,5618,2842,2776,26.4,68.8,2.2,0.2,0.5,0.3,26184,3.9
Texas,Wichita,131957,68245,63712,17.9,67.1,10,0.5,2,0,22861,6.1
Texas,Wilbarger,13158,6556,6602,28,60.5,8.9,0.2,0.5,0,20752,7.5
Texas,Willacy,22002,11947,10055,87.5,10.4,1.6,0,0.1,0,11413,11.5
Texas,Williamson,473592,232740,240852,23.8,62.1,6.2,0.2,5.4,0,31876,6
Texas,Wilson,45509,22823,22686,38.8,58.1,1.5,0.2,0.3,0,28887,5.8
Texas,Winkler,7576,3808,3768,56.9,39.5,2.6,0,0.4,0,22656,2.5
Texas,Wise,61243,30667,30576,18.2,78.2,1.2,0.7,0.4,0,27208,7.5
Texas,Wood,42712,21159,21553,9.4,83.7,4.8,0.6,0.6,0,24561,8.9
Texas,Yoakum,8213,4122,4091,62,35.5,0.7,0.1,0.8,0,23125,8.1
Texas,Young,18329,9158,9171,17.5,79.2,1.1,0.6,0.3,0,25524,5.6
Texas,Zapata,14308,7153,7155,93.6,6.4,0,0,0,0,16619,12.2
Texas,Zavala,12060,5978,6082,93,6.4,0.4,0.1,0,0,13813,12.2
Utah,Beaver,6461,3318,3143,10.7,88.9,0.2,0.2,0,0,21405,3.8
Utah,Box Elder,50991,25709,25282,8.9,87.6,0.3,0.8,0.8,0,21748,6.3
Utah,Cache,117449,58573,58876,10.3,84.1,0.7,0.5,2.2,0.3,20223,5.5
Utah,Carbon,20927,10335,10592,13,83.4,0.7,0.5,0.6,0.1,21287,7.4
Utah,Daggett,776,422,354,2.3,95.7,0,1,0,0,22149,4.3
Utah,Davis,323374,162703,160671,9,84.9,1.1,0.3,1.9,0.6,26411,4.2
Utah,Duchesne,19817,10051,9766,7.6,85.8,0.2,4.3,0.5,0.4,23576,5.2
Utah,Emery,10728,5414,5314,6.2,93.2,0.2,0.1,0.1,0,19717,5.7
Utah,Garfield,5069,2637,2432,5.6,90.2,0.6,0.5,0.8,0.6,19971,8.6
Utah,Grand,9388,4833,4555,10.1,83.1,0.3,3.6,1.4,0.6,22635,7.1
Utah,Iron,47139,23588,23551,8.1,86.6,0.6,2.3,0.6,0.5,18995,10.5
Utah,Juab,10400,5404,4996,4.4,92.7,0.1,0.9,0.3,0.3,18447,3.8
Utah,Kane,7202,3502,3700,4.3,92,0.2,0.2,0.1,0,24729,7
Utah,Millard,12582,6414,6168,12.6,84.4,0.4,0.8,0.7,0.1,20602,4.3
Utah,Morgan,10276,5238,5038,2.7,95.2,0.4,0,0.7,0.1,27312,6
Utah,Piute,1865,1023,842,5.4,93.2,0.2,0,0,0.1,17493,6.8
Utah,Rich,2292,1093,1199,6.5,91.3,0.1,0,0,0,19168,6.2
Utah,Salt Lake,1078958,541831,537127,17.6,72.8,1.5,0.6,3.6,1.5,27314,5.8
Utah,San Juan,15152,7538,7614,5.1,45.8,0.2,46.8,0.7,0.2,15654,8.4
Utah,Sanpete,28261,14845,13416,9.5,86.4,0.8,0.7,0.8,0.5,16965,8.3
Utah,Sevier,20871,10615,10256,4.8,92.3,0.4,1.4,0.2,0.3,19261,5.9
Utah,Summit,38521,19616,18905,11.6,84.9,0.5,0.2,2,0,47733,3.2
Utah,Tooele,60893,30737,30156,11.8,83.7,0.6,1.1,0.9,0.5,22643,7.1
Utah,Uintah,35721,18262,17459,8,82.2,0.5,7,0.4,0.2,24720,5.1
Utah,Utah,551957,277687,274270,11.1,83.4,0.6,0.4,1.5,0.8,21335,5.5
Utah,Wasatch,26661,13421,13240,13.2,84.2,0.1,0.1,1.4,0.1,26397,4.7
Utah,Washington,148244,73265,74979,9.9,85.2,0.6,1,0.6,0.8,22459,7.7
Utah,Wayne,2722,1407,1315,4.8,92.5,0.7,0.6,0.7,0.6,20121,2.1
Utah,Weber,238682,119748,118934,17.5,77.2,1.1,0.6,1.1,0.2,23545,6.3
Vermont,Addison,36943,18355,18588,2.1,93.3,0.8,0.3,1.9,0.1,29561,5.8
Vermont,Bennington,36589,17948,18641,1.7,95,0.5,0.2,0.5,0,29296,5.7
Vermont,Caledonia,31012,15400,15612,1.4,95.2,0.6,0.5,0.7,0,23919,7.2
Vermont,Chittenden,159711,77980,81731,2.1,90,2.3,0.2,3.2,0,33977,5
Vermont,Essex,6207,3111,3096,1.2,95.9,0.6,0.5,0.4,0,21338,9.4
Vermont,Franklin,48418,24000,24418,1.3,94.5,0.4,0.5,0.3,0,28394,4.9
Vermont,Grand Isle,6952,3419,3533,1.7,93.6,0,0.9,0.4,0,35214,7.4
Vermont,Lamoille,25027,12439,12588,1.5,95,0.7,0.6,0.5,0,27390,4.3
Vermont,Orange,28929,14349,14580,1.2,95.8,0.5,0.6,0.5,0,27755,4.5
Vermont,Orleans,27146,13611,13535,1.3,95.7,0.5,0.5,0.5,0,23213,5.6
Vermont,Rutland,60530,29688,30842,1.3,95.9,0.6,0.2,0.7,0,27219,6.6
Vermont,Washington,59132,29182,29950,1.9,94.4,0.9,0.3,0.8,0,30598,4.8
Vermont,Windham,43858,21603,22255,2.1,93.7,0.9,0.2,1,0.1,28473,6.8
Vermont,Windsor,56150,27488,28662,1.4,95.1,0.7,0.2,0.9,0.1,32474,5.1
Virginia,Accomack,33115,16117,16998,8.8,60.9,28.6,0.4,0.1,0,23231,6.8
Virginia,Albemarle,103108,49365,53743,5.7,77.4,9.3,0.2,4.4,0,37474,3.8
Virginia,Alleghany,16066,7888,8178,1.4,92,5.3,0,0.2,0,24118,5.1
Virginia,Amelia,12777,6492,6285,1,72.3,24.3,0.4,0.1,0,24868,5
Virginia,Amherst,32148,15475,16673,2.1,75.6,18.4,0.3,0.7,0,23469,6.6
Virginia,Appomattox,15208,7377,7831,1.2,76.7,20.3,0.2,0.1,0,23941,6.6
Virginia,Arlington,223945,112006,111939,15.5,63,8.3,0.3,9.9,0.1,63579,3.7
Virginia,Augusta,74053,37440,36613,2.4,91.8,4,0.2,0.6,0.1,27000,4.7
Virginia,Bath,4583,2233,2350,3.5,91.2,3.4,0,0,0,32166,6
Virginia,Bedford,76463,37567,38896,1.9,88.4,7.1,0.1,1.2,0,28524,5.8
Virginia,Bland,6662,3719,2943,1.3,93.1,5,0,0,0.1,20169,8.7
Virginia,Botetourt,33155,16419,16736,1.4,93.2,3.4,0.3,0.2,0,31160,4.6
Virginia,Brunswick,16930,8882,8048,1.9,40.7,55.7,0.3,0.4,0,18245,10.5
Virginia,Buchanan,23486,11889,11597,0.3,95.4,2.7,0.1,0.5,0,17883,10.6
Virginia,Buckingham,17068,9476,7592,2.2,61,34.4,0.1,0.5,0.1,18204,11.2
Virginia,Campbell,55012,26655,28357,1.9,80.6,13.9,0.2,0.8,0.1,24192,6
Virginia,Caroline,29349,14513,14836,4,63.8,28.6,0.6,0.8,0,26761,8.6
Virginia,Carroll,29856,14955,14901,2.9,95.3,0.8,0,0.2,0,21145,6.7
Virginia,Charles City,7118,3522,3596,1.7,40.9,48,6.4,0.3,0.1,29018,8.2
Virginia,Charlotte,12313,6129,6184,0.7,66.8,31.2,0.1,0.1,0,18719,4.9
Virginia,Chesterfield,328176,157960,170216,7.7,63.7,22.3,0.2,3.4,0,33220,6.8
Virginia,Clarke,14299,7031,7268,4.1,87.4,5.5,0.4,0.9,0,37558,6
Virginia,Craig,5212,2502,2710,0,96,0.2,0,0.4,0,22456,4.1
Virginia,Culpeper,48424,24398,24026,9,71.5,13.9,0.3,1.4,0.1,28104,7.3
Virginia,Cumberland,9859,4940,4919,0.1,63,33.1,0.5,0,0,22860,10.1
Virginia,Dickenson,15463,7848,7615,0.8,98,0.9,0,0.1,0,20275,8.4
Virginia,Dinwiddie,28110,13947,14163,2.8,62.6,32.8,0.1,0.4,0,23395,9.7
Virginia,Essex,11151,5158,5993,0.5,55.3,41,0.8,0,0,23448,8.5
Virginia,Fairfax,1128722,558606,570116,16.1,52.6,9.1,0.1,18.3,0.1,51025,4.9
Virginia,Fauquier,67463,33341,34122,7,81.1,7.4,0.1,1.2,0,41255,5
Virginia,Floyd,15523,7788,7735,2.6,94,2.4,0.2,0,0,23885,5.7
Virginia,Fluvanna,26014,11924,14090,3.2,78.7,14.4,0,0.7,0,28669,5.2
Virginia,Franklin,56315,27611,28704,2.7,87,8.4,0.1,0.3,0,25219,6.2
Virginia,Frederick,81340,40404,40936,7.2,85.2,4.4,0.2,1.4,0.1,30769,5.2
